congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,senate,S001203,Smith,MN,,D,27,0.333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,39,0.205128205128205,0.39586821,-1.52013048
0,senate,S001217,Scott,FL,,Republican,38,0.921052631578947,0.43457024,1.19862561
116,senate,S001217,Scott,FL,,R,38,0.921052631578947,0.43457024,1.19862561
0,senate,T000250,Thune,SD,,Republican,122,0.942622950819672,0.88715528,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.952380952380952,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,38,0.921052631578947,0.85982491,29.79332222
0,senate,T000461,Toomey,PA,,Republican,118,0.88135593220339,0.51579395,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.888888888888889,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,37,0.864864864864865,0.4379516,0.72426964
0,senate,T000464,Tester,MT,,Democrat,123,0.308943089430894,0.8263814,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.380952380952381,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,39,0.153846153846154,0.78490765,20.42273211
0,senate,T000476,Tillis,NC,,Republican,121,0.933884297520661,0.57999674,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.951219512195122,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,39,0.897435897435897,0.49775178,3.65522853
0,senate,U000039,Udall,NM,,Democrat,123,0.252032520325203,0.36354122,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.273809523809524,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,39,0.205128205128205,0.28976845,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,122,0.229508196721311,0.21418875,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.253012048192771,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,39,0.179487179487179,0.16054572,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,123,0.934959349593496,0.80009057,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.964285714285714,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,39,0.871794871794872,0.75249292,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,123,0.170731707317073,0.32708049,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,39,0.128205128205128,0.25701456,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,121,0.231404958677686,0.27925675,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.273809523809524,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,37,0.135135135135135,0.20970726,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,123,0.357723577235772,0.40831701,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,39,0.179487179487179,0.33102305,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,110,0.136363636363636,0.21502295,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.130952380952381,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,26,0.153846153846154,0.15732859,-27.19670645
0,senate,Y000064,Young,IN,,Republican,123,0.845528455284553,0.81421044,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.928571428571429,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,39,0.666666666666667,0.76983988,19.16519376
116,,V000133,,,,D,,"",0.39503629,
